metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1788335967,1.000000,,,,true,,GET,02_BrowseProducts,HTTP/1.1,default,,200,,,02_BrowseProducts,,
http_req_duration,1788335967,0.509200,,,,true,,GET,02_BrowseProducts,HTTP/1.1,default,,200,,,02_BrowseProducts,,
http_req_blocked,1788335967,0.000000,,,,true,,GET,02_BrowseProducts,HTTP/1.1,default,,200,,,02_BrowseProducts,,
http_req_connecting,1788335967,0.000000,,,,true,,GET,02_BrowseProducts,HTTP/1.1,default,,200,,,02_BrowseProducts,,
http_req_tls_handshaking,1788335967,0.000000,,,,true,,GET,02_BrowseProducts,HTTP/1.1,default,,200,,,02_BrowseProducts,,
http_req_sending,1788335967,0.000000,,,,true,,GET,02_BrowseProducts,HTTP/1.1,default,,200,,,02_BrowseProducts,,
http_req_waiting,1788335967,0.509200,,,,true,,GET,02_BrowseProducts,HTTP/1.1,default,,200,,,02_BrowseProducts,,
http_req_receiving,1788335967,0.000000,,,,true,,GET,02_BrowseProducts,HTTP/1.1,default,,200,,,02_BrowseProducts,,
http_req_failed,1788335967,0.000000,,,,true,,GET,02_BrowseProducts,HTTP/1.1,default,,200,,,02_BrowseProducts,,
checks,1788335967,1.000000,Browse status 200,,,,,,,,default,,,,,,,
http_reqs,1788335967,1.000000,,,,true,,GET,03_ProductDetail,HTTP/1.1,default,,200,,,03_ProductDetail,,
http_req_duration,1788335967,1.527800,,,,true,,GET,03_ProductDetail,HTTP/1.1,default,,200,,,03_ProductDetail,,
http_req_blocked,1788335967,0.000000,,,,true,,GET,03_ProductDetail,HTTP/1.1,default,,200,,,03_ProductDetail,,
http_req_connecting,1788335967,0.000000,,,,true,,GET,03_ProductDetail,HTTP/1.1,default,,200,,,03_ProductDetail,,
http_req_tls_handshaking,1788335967,0.000000,,,,true,,GET,03_ProductDetail,HTTP/1.1,default,,200,,,03_ProductDetail,,
http_req_sending,1788335967,0.000000,,,,true,,GET,03_ProductDetail,HTTP/1.1,default,,200,,,03_ProductDetail,,
http_req_waiting,1788335967,1.527800,,,,true,,GET,03_ProductDetail,HTTP/1.1,default,,200,,,03_ProductDetail,,
http_req_receiving,1788335967,0.000000,,,,true,,GET,03_ProductDetail,HTTP/1.1,default,,200,,,03_ProductDetail,,
http_req_failed,1788335967,0.000000,,,,true,,GET,03_ProductDetail,HTTP/1.1,default,,200,,,03_ProductDetail,,
